,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
200,Mario & Sonic at the Olympic Games,DS,2012.0,Sports,Sega,1.63,2.45,0.44,0.57,5.09,,,,,
201,Resident Evil 5,PS3,2013.0,Action,Capcom,1.96,1.41,1.08,0.64,5.09,84.0,76.0,7.5,671.0,M
202,The Legend of Zelda: Phantom Hourglass,DS,2011.0,Action,Nintendo,1.85,1.8,0.95,0.48,5.08,90.0,57.0,8.0,418.0,E
203,FIFA Soccer 11,PS3,2014.0,Sports,Electronic Arts,0.61,3.28,0.06,1.12,5.07,89.0,51.0,8.0,233.0,E
204,Super Mario Bros.,G,2003.0,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,,,,,
205,The Last of Us,PS4,2018.0,Action,Sony Computer Entertainment,2.04,2.12,0.07,0.83,5.06,,,,,
206,Resident Evil,PS,2000.0,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,91.0,8.0,9.0,268.0,M
207,Grand Theft Auto: Vice City Stories,PSP,2010.0,Action,Take-Two Interactive,1.7,1.99,0.16,1.19,5.03,86.0,50.0,8.0,152.0,M
208,Tony Hawks Pro Skater,PS,2003.0,Sports,Activision,3.42,1.38,0.02,0.2,5.02,92.0,18.0,9.2,69.0,T
209,Warzone 2100,PS,2003.0,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,,,,,
210,Spyro the Dragon,PS,2002.0,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,,,,,
211,Guitar Hero III: Legends of Rock,PS2,2011.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98,82.0,24.0,8.2,47.0,T
212,Links Crossbow Training,Wii,2011.0,Shooter,Nintendo,3.05,1.17,0.29,0.46,4.98,68.0,34.0,7.1,47.0,T
213,Fallout 3,X360,2012.0,Role-Playing,Bethesda Softworks,3.4,0.99,0.09,0.45,4.94,93.0,84.0,8.5,1658.0,M
214,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2011.0,Role-Playing,Nintendo,1.83,1.19,1.54,0.37,4.93,,,,,
215,Super Smash Bros. for Wii U and 3DS,WiiU,2018.0,Fighting,Nintendo,2.63,1.1,0.82,0.38,4.93,,,,,
216,Uncharted: Drakes Fortune,PS3,2011.0,Action,Sony Computer Entertainment,2.32,1.72,0.12,0.77,4.92,88.0,66.0,8.1,2332.0,T
217,Madden NFL 06,PS2,2009.0,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,88.0,29.0,8.0,121.0,E
218,Diddy Kong Racing,N64,2001.0,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,,,,,
219,Monster Hunter Freedom 3,PSP,2014.0,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,,,,,
220,StarCraft II: Wings of Liberty,PC,2014.0,Strategy,Activision,2.58,1.69,0.0,0.59,4.85,93.0,82.0,8.2,3057.0,T
221,Dr. Mario,NES,1994.0,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,,,,,
222,Assassins Creed,PS3,2011.0,Adventure,Ubisoft,1.91,2.0,0.09,0.82,4.82,81.0,40.0,7.3,777.0,M
223,God of War III,PS3,2014.0,Action,Sony Computer Entertainment,2.74,1.34,0.12,0.61,4.8,92.0,101.0,8.7,2647.0,M
224,Uncharted: The Nathan Drake Collection,PS4,2019.0,Action,Sony Computer Entertainment,2.13,1.79,0.09,0.79,4.8,86.0,78.0,8.1,1289.0,T
225,Crash Team Racing,PS,2003.0,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,88.0,20.0,9.0,239.0,E
226,LEGO Star Wars: The Complete Saga,DS,2011.0,Action,LucasArts,2.83,1.48,0.0,0.45,4.76,80.0,9.0,5.4,46.0,E
227,Driver 2,PS,2004.0,Action,Atari,2.36,2.1,0.02,0.25,4.73,62.0,14.0,7.7,93.0,T
228,Batman: Arkham City,X360,2015.0,Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,4.73,94.0,87.0,8.7,1477.0,T
229,The Simpsons: Hit & Run,PS2,2007.0,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,,,,,
230,Tony Hawks Pro Skater 2,PS,2004.0,Sports,Activision,3.05,1.41,0.02,0.2,4.68,98.0,19.0,7.7,301.0,T
231,The Lord of the Rings: The Two Towers,PS2,2006.0,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82.0,32.0,8.2,78.0,T
232,Tomb Raider,PS,2000.0,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,91.0,13.0,8.6,149.0,T
233,Animal Crossing: City Folk,Wii,2012.0,Simulation,Nintendo,1.83,1.12,1.32,0.36,4.62,73.0,50.0,7.6,120.0,E
234,Luigis Mansion: Dark Moon,3DS,2017.0,Action,Nintendo,1.82,1.39,1.12,0.29,4.62,86.0,74.0,8.4,461.0,E
235,Minecraft,PS4,2018.0,Misc,Sony Computer Entertainment Europe,1.62,2.13,0.14,0.73,4.62,,,,,
236,Halo 5: Guardians,XOne,2019.0,Shooter,Microsoft Game Studios,2.86,1.29,0.03,0.42,4.61,84.0,101.0,6.4,2455.0,T
237,The Legend of Zelda: A Link to the Past,SNES,1995.0,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,,,,,
238,The Legend of Zelda: The Wind Waker,GC,2006.0,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,96.0,80.0,8.9,977.0,E
239,Guitar Hero III: Legends of Rock,Wii,2011.0,Misc,Activision,3.04,1.11,0.0,0.43,4.6,86.0,36.0,8.4,87.0,T
240,Forza Motorsport 4,X360,2015.0,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91.0,83.0,8.2,619.0,E
241,Splatoon,WiiU,2019.0,Shooter,Nintendo,1.56,1.24,1.48,0.26,4.54,81.0,88.0,8.5,1189.0,E10+
242,Mario & Sonic at the Olympic Winter Games,Wii,2013.0,Sports,Sega,1.87,1.96,0.22,0.48,4.53,,,,,
243,Madden NFL 2005,PS2,2008.0,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91.0,30.0,7.9,78.0,E
244,Guitar Hero III: Legends of Rock,X360,2011.0,Misc,Activision,3.19,0.91,0.01,0.42,4.53,85.0,69.0,7.9,167.0,T
245,The Legend of Zelda: Ocarina of Time,3DS,2015.0,Action,Nintendo,2.18,1.38,0.63,0.32,4.51,,,,,
246,Pitfall!,2600,1985.0,Platform,Activision,4.21,0.24,0.0,0.05,4.5,,,,,
247,Madden NFL 07,PS2,2010.0,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84.0,29.0,8.2,39.0,E
248,Spider-Man: The Movie,PS2,2006.0,Action,Activision,2.71,1.51,0.03,0.23,4.48,76.0,25.0,7.9,42.0,E
249,Super Mario 3D World,WiiU,2017.0,Platform,Nintendo,2.18,1.23,0.73,0.34,4.47,93.0,83.0,9.0,1615.0,E
250,Dragon Quest VII: Warriors of Eden,PS,2004.0,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,,,,,
251,God of War,PS2,2009.0,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,94.0,75.0,8.9,1007.0,M
252,Nintendo Land,WiiU,2016.0,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42,77.0,61.0,7.9,473.0,E10+
253,Tony Hawks Pro Skater 3,PS2,2005.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97.0,34.0,7.5,298.0,T
254,Winning Eleven: Pro Evolution Soccer 2007,PS2,2010.0,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,86.0,19.0,8.9,33.0,E
255,The Elder Scrolls IV: Oblivion,X360,2010.0,Role-Playing,Take-Two Interactive,2.83,1.03,0.13,0.4,4.39,94.0,90.0,8.7,1113.0,M
256,Zelda II: The Adventure of Link,NES,1991.0,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,,,,,
257,Call of Duty: Advanced Warfare,PS3,2018.0,Shooter,Activision,1.57,1.93,0.19,0.69,4.38,,,4.8,207.0,M
258,Fallout 4,XOne,2019.0,Role-Playing,Bethesda Softworks,2.59,1.37,0.01,0.4,4.37,88.0,39.0,6.2,1759.0,M
259,Need for Speed: Most Wanted,PS2,2009.0,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82.0,36.0,9.1,138.0,T
260,Michael Jackson: The Experience,Wii,2014.0,Misc,Ubisoft,2.64,1.33,0.01,0.39,4.36,56.0,37.0,8.3,32.0,E10+
261,Resistance: Fall of Man,PS3,2010.0,Shooter,Sony Computer Entertainment,1.74,1.72,0.14,0.75,4.35,86.0,70.0,8.1,718.0,M
262,Sonic the Hedgehog,GEN,1995.0,Platform,Sega,3.03,0.91,0.26,0.13,4.34,,,,,
263,Kingdom Hearts II,PS2,2009.0,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,87.0,64.0,9.0,778.0,E10+
264,Call of Duty: Advanced Warfare,X360,2018.0,Shooter,Activision,2.79,1.13,0.0,0.4,4.32,,,4.9,221.0,M
265,Asteroids,2600,1984.0,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,,,,,
266,FIFA 15,PS3,2018.0,Sports,Electronic Arts,0.58,3.02,0.04,0.64,4.28,,,4.5,110.0,E
267,Fable II,X360,2012.0,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,89.0,95.0,6.5,2427.0,M
268,Batman: Arkham Asylum,PS3,2013.0,Action,Eidos Interactive,2.24,1.31,0.07,0.61,4.24,91.0,70.0,8.9,1130.0,T
269,Namco Museum,GBA,2005.0,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,79.0,10.0,7.3,6.0,E
270,Metal Gear Solid 3: Snake Eater,PS2,2008.0,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,91.0,68.0,9.3,968.0,M
271,FIFA 14,X360,2017.0,Sports,Electronic Arts,0.93,2.89,0.01,0.4,4.22,84.0,41.0,4.2,436.0,E
272,Assassins Creed: Revelations,PS3,2015.0,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,80.0,39.0,7.5,620.0,M
273,Daxter,PSP,2010.0,Platform,Sony Computer Entertainment,2.45,1.01,0.0,0.75,4.21,85.0,59.0,8.7,109.0,E10+
274,Warcraft II: Tides of Darkness,PC,1999.0,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,,,,,
275,FIFA Soccer 06,PS2,2009.0,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80.0,32.0,7.8,47.0,E
276,EyeToy Play,PS2,2007.0,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80.0,32.0,7.5,22.0,E
277,Assassins Creed: Revelations,X360,2015.0,Action,Ubisoft,2.25,1.47,0.04,0.43,4.2,80.0,77.0,7.2,570.0,M
278,Gran Turismo 5 Prologue,PS3,2011.0,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,80.0,67.0,7.1,120.0,E
279,FIFA 12,X360,2015.0,Sports,Electronic Arts,0.85,2.78,0.02,0.53,4.18,,,,,
280,Teenage Mutant Ninja Turtles,NES,1993.0,Action,Palcom,3.38,0.44,0.31,0.04,4.17,,,,,
281,Street Fighter IV,PS3,2013.0,Fighting,Capcom,2.03,1.04,0.58,0.52,4.17,94.0,61.0,7.3,331.0,T
282,Excitebike,NES,1988.0,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,,,,,
283,Frogger,PS,2001.0,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,,,,,
284,Madden NFL 2003,PS2,2006.0,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95.0,25.0,7.7,65.0,E
285,The Witcher 3: Wild Hunt,PS4,2019.0,Role-Playing,Namco Bandai Games,1.07,2.22,0.23,0.62,4.14,92.0,79.0,9.2,10270.0,M
286,Half-Life,PC,2001.0,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,96.0,24.0,9.1,3179.0,M
287,Super Mario World 2: Yoshis Island,SNES,1999.0,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,,,,,
288,FIFA Soccer 07,PS2,2010.0,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,,,,,
289,Street Fighter II Turbo,SNES,1996.0,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,,,,,
290,Watch Dogs,PS4,2018.0,Action,Ubisoft,1.4,1.93,0.11,0.65,4.09,80.0,80.0,6.3,3018.0,M
291,World of Warcraft: The Burning Crusade,PC,2011.0,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,91.0,46.0,7.9,789.0,T
292,Batman: Arkham Knight,PS4,2019.0,Action,Warner Bros. Interactive Entertainment,1.59,1.73,0.11,0.66,4.09,87.0,89.0,7.6,2715.0,M
293,God of War II,PS2,2011.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,70.0,8.9,718.0,M
294,Far Cry 4,PS4,2018.0,Shooter,Ubisoft,1.15,2.18,0.1,0.63,4.06,85.0,83.0,7.7,1663.0,M
295,Fallout: New Vegas,X360,2014.0,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.06,84.0,81.0,8.1,775.0,M
296,World Soccer Winning Eleven 9,PS2,2009.0,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,,,8.2,23.0,E
297,Carnival Games,Wii,2011.0,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,56.0,27.0,6.0,44.0,E
298,Forza Motorsport 2,X360,2011.0,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90.0,66.0,8.3,381.0,E
299,Namco Museum Vol.3,PS,2000.0,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,,,,,
300,Tekken Tag Tournament,PS2,2004.0,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85.0,25.0,8.5,118.0,T
301,Star Fox 64,N64,2001.0,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,,,,,
302,Golf,NES,1988.0,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,,,,,
303,Tom Clancys The Division,PS4,2020.0,Shooter,Ubisoft,1.37,1.85,0.15,0.63,4.0,80.0,64.0,7.0,2234.0,M
304,Assassins Creed: Unity,PS4,2018.0,Action,Ubisoft,1.2,2.09,0.08,0.63,3.99,70.0,40.0,4.9,2069.0,M
305,Namco Museum: 50th Anniversary,PS2,2009.0,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,61.0,21.0,,,E10+
306,Left 4 Dead 2,X360,2013.0,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89.0,76.0,8.6,684.0,M
307,Fallout 3,PS3,2012.0,Role-Playing,Bethesda Softworks,2.16,1.13,0.07,0.59,3.95,90.0,57.0,8.0,916.0,M
308,The Legend of Zelda: Skyward Sword,Wii,2015.0,Action,Nintendo,2.03,1.17,0.37,0.38,3.95,93.0,81.0,7.9,1972.0,E10+
309,Professor Layton and the Diabolical Box,DS,2011.0,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,84.0,65.0,8.8,73.0,E10+
310,The Elder Scrolls V: Skyrim,PC,2015.0,Role-Playing,Bethesda Softworks,1.16,2.16,0.0,0.6,3.92,94.0,32.0,8.1,9142.0,M
311,Nintendogs + cats,3DS,2015.0,Simulation,Nintendo,1.44,1.47,0.73,0.27,3.92,,,,,
312,Monster Hunter 4 Ultimate,3DS,2018.0,Role-Playing,Nintendo,0.7,0.48,2.62,0.11,3.92,86.0,80.0,8.7,348.0,T
313,Star Wars Battlefront (2015),XOne,2019.0,Shooter,Electronic Arts,2.24,1.3,0.02,0.35,3.91,,,,,
314,Donkey Kong Land,G,1998.0,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,,,,,
315,EA Sports Active,Wii,2013.0,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.91,81.0,27.0,8.7,39.0,E
316,NBA 2K16,PS4,2019.0,Sports,Take-Two Interactive,2.51,0.66,0.04,0.69,3.9,87.0,51.0,6.7,369.0,E10+
317,Tony Hawks Underground,PS2,2007.0,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90.0,38.0,8.7,121.0,T
318,Tekken 5,PS2,2009.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88.0,62.0,8.7,233.0,T
319,Dragon Warrior III,NES,1992.0,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,,,,,
320,MotorStorm,PS3,2010.0,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84.0,9.0,7.3,224.0,T
321,World Soccer Winning Eleven 8 International,PS2,2008.0,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91.0,26.0,9.1,38.0,E
322,Sports Champions,PS3,2014.0,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.85,76.0,64.0,7.9,104.0,E10+
323,Namco Museum Vol.1,PS,1999.0,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,,,,,
324,Call of Duty: Ghosts,PS4,2017.0,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,78.0,49.0,3.7,1570.0,M
325,The Legend of Zelda: Links Awakening,G,1996.0,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,,,,,
326,Flash Focus: Vision Training in Minutes a Day,DS,2011.0,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59.0,22.0,4.0,4.0,E
327,Big Brain Academy: Wii Degree,Wii,2011.0,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68.0,33.0,6.9,39.0,E
328,Resident Evil Directors Cut,PS,2000.0,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,,,,,
329,Mario & Luigi: Bowsers Inside Story,DS,2013.0,Role-Playing,Nintendo,2.23,0.47,0.81,0.26,3.77,,,,,
330,LEGO Indiana Jones: The Original Adventures,X360,2012.0,Action,Activision,2.4,1.01,0.0,0.36,3.76,77.0,60.0,7.5,65.0,E10+
331,The Sims: Unleashed,PC,2006.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79.0,21.0,7.7,30.0,T
332,Ratchet & Clank: Size Matters,PSP,2011.0,Platform,Sony Computer Entertainment,1.4,1.39,0.1,0.86,3.74,,,,,
333,Harry Potter and the Sorcerers Stone,PS,2005.0,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,64.0,11.0,7.5,43.0,E
334,Assassins Creed IV: Black Flag,PS3,2017.0,Action,Ubisoft,1.33,1.69,0.13,0.57,3.72,88.0,36.0,8.1,846.0,M
335,Mario & Sonic at the London 2012 Olympic Games,Wii,2015.0,Sports,Sega,1.12,1.87,0.27,0.45,3.72,,,,,
336,Resident Evil 3: Nemesis,PS,2003.0,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,,,,,
337,Super Paper Mario,Wii,2011.0,Platform,Nintendo,1.95,0.86,0.59,0.31,3.72,85.0,56.0,7.9,423.0,E
338,Spyro: Year of the Dragon,PS,2004.0,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91.0,15.0,8.8,210.0,E
339,FIFA Soccer 2005,PS2,2008.0,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81.0,27.0,7.6,56.0,E
340,Pok\xc3\xa9mon Trading Card Game,G,2002.0,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,,,,,
341,Friend Collection,DS,2013.0,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,,,,,
342,Tony Hawks Pro Skater 4,PS2,2006.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94.0,27.0,8.5,129.0,T
343,MySims,DS,2011.0,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67.0,15.0,6.9,14.0,E
344,Midnight Club 3: DUB Edition,PSP,2009.0,Racing,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65,74.0,34.0,8.4,31.0,E10+
345,Banjo-Kazooie,N64,2002.0,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,,,,,
346,SOCOM: U.S. Navy SEALs,PS2,2006.0,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82.0,42.0,7.9,83.0,M
347,Jak and Daxter: The Precursor Legacy,PS2,2005.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90.0,35.0,8.7,314.0,E
348,Pokemon Snap,N64,2003.0,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,,,,,
349,Pro Evolution Soccer 2008,PS2,2011.0,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,82.0,10.0,7.9,38.0,E
350,Resident Evil 4,PS2,2009.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96.0,38.0,8.9,1025.0,M
351,FIFA Soccer 10,PS3,2013.0,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91.0,56.0,7.5,204.0,E
352,Guitar Hero: World Tour,Wii,2012.0,Misc,Activision,2.32,0.96,0.0,0.34,3.62,86.0,18.0,7.6,71.0,T
353,Battlefield 4,PS4,2017.0,Shooter,Electronic Arts,1.37,1.55,0.17,0.52,3.61,85.0,18.0,6.9,1586.0,M
354,Star Wars: Battlefront,PS2,2008.0,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82.0,36.0,8.7,143.0,T
355,Doom II: Hell on Earth,PC,1998.0,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,,,,,
356,The Simpsons: Road Rage,PS2,2005.0,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,64.0,23.0,7.7,32.0,T
357,Luigis Mansion,GC,2005.0,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78.0,34.0,8.6,162.0,E
358,Just Dance 2014,Wii,2017.0,Misc,Ubisoft,1.89,1.39,0.0,0.31,3.59,,,6.2,10.0,E10+
359,Star Wars: Battlefront II,PS2,2009.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84.0,30.0,9.0,268.0,T
360,Cooking Mama 2: Dinner With Friends,DS,2011.0,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,70.0,39.0,8.0,9.0,E
361,WWF SmackDown!,PS,2004.0,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,,,,,
362,Croc: Legend of the Gobbos,PS,2001.0,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,,,,,
363,Call of Duty: Infinite Warfare,XOne,2020.0,Shooter,Activision,2.25,0.98,0.0,0.33,3.56,78.0,18.0,3.2,315.0,M
364,Assassins Creed: Unity,XOne,2018.0,Action,Ubisoft,2.32,0.9,0.0,0.33,3.56,72.0,59.0,4.1,1008.0,M
365,Grand Theft Auto: Liberty City Stories,PS2,2010.0,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78.0,49.0,7.8,112.0,M
366,The Getaway,PS2,2006.0,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72.0,49.0,6.8,89.0,M
367,Tomb Raider III: Adventures of Lara Croft,PS,2001.0,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,,,,,
368,James Bond 007: Agent Under Fire,PS2,2005.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72.0,27.0,7.9,48.0,T
369,LEGO Star Wars: The Video Game,PS2,2009.0,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,,,,,
370,Rugrats in Paris: The Movie,PS,2004.0,Action,THQ,1.96,1.33,0.0,0.23,3.52,,,,,
371,FIFA Soccer 11,X360,2014.0,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88.0,66.0,7.5,155.0,E
372,Spyro 2: Riptos Rage!,PS,2003.0,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,,,,,
373,Left 4 Dead,X360,2012.0,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89.0,67.0,7.9,1309.0,M
374,Donkey Kong Country 3: Dixie Kongs Double Trouble!,SNES,2000.0,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,,,,,
375,Resident Evil 5,X360,2013.0,Action,Capcom,2.11,0.93,0.12,0.34,3.5,83.0,91.0,7.5,526.0,M
376,Kung Fu,NES,1989.0,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,,,,,
377,Assassins Creed: Brotherhood,X360,2014.0,Action,Ubisoft,2.85,0.38,0.03,0.24,3.5,89.0,81.0,8.3,700.0,M
378,Battlefield 4,PS3,2017.0,Shooter,Electronic Arts,1.31,1.42,0.27,0.5,3.5,80.0,14.0,5.8,580.0,M
379,FIFA Soccer 2004,PS2,2007.0,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,84.0,20.0,6.4,76.0,E
380,Battlefield 4,X360,2017.0,Shooter,Electronic Arts,2.15,1.02,0.02,0.31,3.49,79.0,21.0,5.6,546.0,M
381,Batman: Arkham Asylum,X360,2013.0,Action,Eidos Interactive,2.21,0.95,0.02,0.31,3.49,92.0,78.0,8.7,1083.0,T
382,Battlefield: Bad Company 2,X360,2014.0,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.48,88.0,75.0,8.6,870.0,M
383,Gears of War: Ultimate Edition,XOne,2019.0,Shooter,Microsoft Game Studios,2.78,0.34,0.0,0.36,3.47,82.0,74.0,7.5,570.0,M
384,Mario & Sonic at the Olympic Winter Games,DS,2013.0,Sports,Sega,1.21,1.62,0.27,0.37,3.46,,,,,
385,Guitar Hero: On Tour,DS,2012.0,Misc,Activision,2.1,1.01,0.01,0.35,3.46,71.0,70.0,8.8,29.0,E10+
386,Clubhouse Games,DS,2010.0,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,83.0,30.0,8.4,28.0,E
387,Borderlands,X360,2013.0,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,84.0,83.0,8.2,717.0,M
388,Monster Hunter 4,3DS,2017.0,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44,,,,,
389,Assassins Creed Syndicate,PS4,2019.0,Action,Ubisoft,0.84,2.01,0.07,0.53,3.44,76.0,86.0,6.8,1341.0,M
390,Tekken 4,PS2,2006.0,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79.0,23.0,8.3,126.0,T
391,Battlefield 1,XOne,2020.0,Shooter,Electronic Arts,2.14,0.97,0.01,0.32,3.44,87.0,38.0,8.1,470.0,M
392,Metal Gear Solid V: The Phantom Pain,PS4,2019.0,Action,Konami Digital Entertainment,1.1,1.36,0.49,0.48,3.43,93.0,86.0,8.2,3987.0,M
393,Final Fantasy III,SNES,1998.0,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42,,,,,
394,Grand Theft Auto 2,PS,2002.0,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,70.0,15.0,8.0,67.0,T
395,Spider-Man 2,PS2,2008.0,Action,Activision,1.75,1.2,0.02,0.43,3.41,80.0,50.0,8.9,109.0,T
396,F-1 Race,G,1994.0,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41,,,,,
397,LittleBigPlanet 2,PS3,2015.0,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.4,91.0,86.0,8.4,660.0,E
398,LEGO Batman: The Videogame,X360,2012.0,Action,Warner Bros. Interactive Entertainment,2.04,1.03,0.0,0.32,3.4,76.0,49.0,7.9,75.0,E10+
399,FIFA Soccer 2003,PS2,2006.0,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88.0,15.0,6.7,35.0,E
